accident_id,latitude,longitude,state,zone_name,hour,,light_condition,speed_limit,vehicles_involved,injuries_count,fatalities_count,accident_severity,random_noise_column,weather_dust,weather_fog,weather_hail,weather_overcast,weather_rain,traffic_density_low,traffic_density_medium,road_type_rural road,road_type_state highway,road_type_urban road,cluster,dbscan_cluster,level,Date,Time
a004950,21.165416,78.66449,maharashtra,surat-nagpur corridor,8,,daylight,30,2,0,0,low,0.4540186792063674,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,07-05-2023,Afternoon
a004951,30.892129,75.835537,punjab,ludhiana,0,,darkness - lights lit,60,4,3,0,medium,-1.321565934,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,High,29-03-2018,Evening
a004952,28.689252,77.137291,delhi,delhi,18,,darkness - lights lit,50,5,2,0,high,0.8106896115850989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,19-01-2022,Morning
a004953,17.693846,83.214157,andhra pradesh,visakhapatnam,21,,darkness - lights lit,80,2,1,0,high,0.08752792,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,Low,17-10-2019,Evening
a004954,12.98496,77.584982,karnataka,bengaluru,10,,daylight,80,4,6,0,high,0.3936753755648783,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,Low,26-10-2017,Morning
a004955,22.593518,88.319107,west bengal,kolkata,20,,darkness - lights lit,30,2,3,0,high,3.357565562711271,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,02-06-2021,Morning
a004956,22.746639,75.879366,madhya pradesh,indore,13,,daylight,80,2,1,0,low,2.1466035175539093,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,24-09-2016,Night
a004957,23.275679,77.432519,madhya pradesh,bhopal,7,,daylight,120,2,1,0,medium,-0.659970407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,High,29-11-2021,Afternoon
a004958,27.763709,73.210743,gujarat,ludhiana-ahmedabad corridor,15,,daylight,60,2,0,0,low,-1.527025842,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,07-02-2025,Morning
a004959,21.164476,79.114446,maharashtra,nagpur,16,,daylight,30,3,2,0,low,1.4047257793906796,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,17-08-2017,Morning
a004960,16.797634,81.705324,tamil nadu,kolkata-chennai corridor,2,,darkness - lights lit,50,1,2,0,medium,-0.129846582,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,Low,01-11-2023,Night
a004961,18.958304,77.770924,maharashtra,bengaluru-nagpur corridor,10,,daylight,60,4,1,0,low,-0.660651427,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,29-12-2016,Afternoon
a004962,17.739618,73.996448,telangana,mumbai-hyderabad corridor,4,,darkness - lights lit,120,1,2,0,high,1.3235027961716843,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,09-05-2018,Evening
a004963,12.962466,77.61889,karnataka,bengaluru,7,,daylight,60,3,2,0,high,-0.25116695,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,Low,11-10-2022,Night
a004964,13.08741,80.281202,tamil nadu,chennai,18,,darkness - lights lit,30,4,0,0,low,0.5944861367839366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,Low,13-08-2023,Afternoon
a004965,22.320797,73.1613,gujarat,vadodara,12,,daylight,80,3,3,0,high,-1.493966489,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,Medium,11-07-2025,Evening
a004966,30.864186,75.845898,punjab,ludhiana,1,,darkness - lights lit,120,1,1,0,medium,-0.847520637,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,High,02-07-2025,Afternoon
a004967,23.030533,72.607379,gujarat,ahmedabad,7,,daylight,30,1,3,0,high,0.5467560252302781,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,23-06-2020,Morning
a004968,23.272606,77.449539,madhya pradesh,bhopal,7,,daylight,40,2,2,0,medium,0.2973953786035277,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,05-07-2018,Night
a004969,27.726781,92.001806,various,rural area,9,,daylight,60,5,0,0,medium,1.0795430584610644,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,-1,High,24-03-2022,Morning
a004970,26.904885,75.810082,rajasthan,jaipur,4,,darkness - lights lit,100,1,4,0,medium,-1.284609225,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,High,08-11-2023,Evening
a004971,31.895788,86.271053,various,rural area,14,,daylight,30,3,0,0,low,-0.597437242,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,21,High,27-07-2017,Morning
a004972,26.925834,75.812784,rajasthan,jaipur,19,,darkness - lights lit,80,2,2,0,medium,1.170148734191954,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,High,05-07-2020,Evening
a004973,28.704908,77.153104,delhi,delhi,16,,daylight,60,2,1,0,low,0.9485326714256356,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,17-11-2016,Morning
a004974,17.409087,78.479461,telangana,hyderabad,18,,darkness - lights lit,100,2,2,0,medium,0.401689766,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,Low,07-11-2023,Evening
a004975,14.136758186677358,75.00813932176118,rajasthan,jaipur,0,,darkness - lights lit,40,2,1,0,low,0.1904416405115792,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,Low,09-02-2023,Night
a004976,18.521032,73.8211,maharashtra,pune,6,,daylight,80,4,1,0,medium,-0.540260934,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,19-12-2016,Night
a004977,22.608044,88.357198,west bengal,kolkata,15,,daylight,40,3,3,0,low,-1.4775336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,23-10-2025,Night
a004978,21.185013,72.843973,gujarat,surat,11,,daylight,100,4,1,0,high,0.045999339,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,08-05-2024,Night
a004979,21.11687,79.087144,maharashtra,nagpur,14,,daylight,30,1,1,0,low,-0.642737038,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,27-09-2025,Evening
a004980,19.822749,72.75235,maharashtra,ahmedabad-mumbai corridor,18,,darkness - lights lit,30,3,0,0,low,0.4948190939447773,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,08-10-2024,Morning
a004981,30.943634,75.892419,punjab,ludhiana,8,,daylight,50,2,1,1,high,-0.916040372,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0,High,27-01-2018,Morning
a004982,30.932203,75.805118,punjab,ludhiana,12,,daylight,100,2,1,0,medium,1.4126609945539117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,High,15-10-2016,Evening
a004983,22.289194,73.190135,gujarat,vadodara,19,,darkness - lights lit,120,2,0,0,medium,1.1041146836024072,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,12-11-2021,Evening
a004984,23.554869,77.408022,maharashtra,ludhiana-nagpur corridor,22,,darkness - lights lit,100,2,1,0,medium,0.4556499223744609,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,High,17-08-2021,Night
a004985,19.103603,72.870599,maharashtra,mumbai,20,,darkness - lights lit,100,2,4,0,medium,-0.059707509,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,27-01-2019,Afternoon
a004986,21.116692,79.107706,maharashtra,nagpur,18,,darkness - lights lit,40,5,5,0,high,0.2099724584758639,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0,High,03-04-2023,Afternoon
a004987,22.511121,88.350087,west bengal,kolkata,19,,darkness - lights lit,80,2,0,0,low,-1.491369195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,High,22-03-2020,Afternoon
a004988,22.743171,75.846721,madhya pradesh,indore,13,,daylight,120,4,4,0,high,0.8702576376486852,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,28-02-2021,Night
a004989,17.307985,78.531344,telangana,hyderabad,14,,daylight,60,2,1,0,low,1.8353132632482327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,Low,18-03-2022,Night
a004990,26.91151,75.795302,rajasthan,jaipur,15,,daylight,60,2,1,0,low,-0.632363583,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,High,13-02-2024,Afternoon
a004991,22.255901,73.200787,gujarat,vadodara,18,,darkness - lights lit,120,3,3,0,medium,0.907272553,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,14-09-2024,Night
a004992,17.386408,76.317516,tamil nadu,indore-coimbatore corridor,11,,daylight,60,3,1,0,high,-1.889312272,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,Medium,07-12-2020,Morning
a004993,19.224783,72.969313,maharashtra,thane,22,,darkness - lights lit,100,1,2,0,medium,-0.554937588,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,24-05-2018,Evening
a004994,21.281091,79.832219,maharashtra,lucknow-nagpur corridor,7,,daylight,60,1,4,0,high,2.174295425621651,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,High,20-05-2017,Night
a004995,19.097792,72.842076,maharashtra,mumbai,9,,daylight,50,2,1,0,low,-0.748088727,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,03-12-2016,Evening
a004996,22.313437,73.172764,gujarat,vadodara,20,,darkness - lights lit,120,3,2,0,medium,2.9741949833779344,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,08-10-2019,Evening
a004997,23.232321,76.313714,gujarat,bhopal-vadodara corridor,5,,darkness - lights lit,80,3,3,0,medium,-0.507962535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,20-06-2022,Night
a004998,26.893738,80.965271,uttar pradesh,lucknow,7,,daylight,50,2,0,0,low,0.7160659672972115,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0,High,03-08-2019,Afternoon
a004999,22.734099,75.845728,madhya pradesh,indore,0,,darkness - lights lit,100,1,1,0,medium,1.3817347614981446,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,11-04-2025,Afternoon
a005000,11.033143,76.989169,tamil nadu,coimbatore,19,,darkness - lights lit,60,2,1,0,medium,-2.309686961,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,Low,08-12-2023,Evening
a005001,30.874722,75.84089,punjab,ludhiana,21,,darkness - lights lit,30,2,0,0,low,0.2223958304840234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,20-03-2025,Morning
a005002,13.127449,80.29595,tamil nadu,chennai,17,,daylight,80,1,5,1,high,1.1054954081613744,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,Low,20-09-2019,Afternoon
a005003,17.18137,75.195431,tamil nadu,pune-chennai corridor,18,,darkness - lights lit,60,2,2,0,high,-0.472663734,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,Medium,19-05-2025,Evening
a005004,17.738691,83.219488,andhra pradesh,visakhapatnam,17,,daylight,80,3,3,0,high,-1.611825805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,Low,31-10-2025,Afternoon
a005005,23.268444,77.435237,madhya pradesh,bhopal,8,,daylight,40,2,2,0,low,-1.336673776,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,High,13-01-2023,Night
a005006,25.559151,85.12727,bihar,patna,7,,daylight,100,3,0,0,high,-0.350486439,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,High,11-07-2023,Morning
a005007,21.109524,79.118668,maharashtra,nagpur,8,,daylight,80,2,2,0,medium,0.4141413567200793,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,High,06-05-2022,Morning
a005008,18.486228,79.614699,maharashtra,chennai-nagpur corridor,11,,daylight,100,3,1,0,medium,-1.428799213,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,Low,14-05-2018,Evening
a005009,22.764642,75.92098,madhya pradesh,indore,6,,daylight,60,2,2,0,high,1.4064552363082683,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,11-11-2020,Evening
a005010,23.763576,75.212389,uttar pradesh,lucknow-surat corridor,5,,darkness - lights lit,60,1,4,0,medium,-0.556432464,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,05-02-2019,Afternoon
a005011,32.585661,74.339285,various,rural area,20,,darkness - lights lit,60,4,6,0,high,0.4823538517653225,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,High,25-03-2017,Night
a005012,15.00287,73.652177,tamil nadu,mumbai-coimbatore corridor,7,,daylight,40,1,0,0,low,0.2731865575946775,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,31-07-2018,Afternoon
a005013,9.944214,79.21329,various,rural area,17,,daylight,80,3,1,0,medium,0.6784445874178648,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,-1,Low,03-03-2020,Evening
a005014,16.204854,82.123996,andhra pradesh,chennai-visakhapatnam corridor,20,,darkness - lights lit,60,2,0,0,low,0.2890764059977513,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,Low,14-08-2024,Evening
a005015,18.515519,73.832473,maharashtra,pune,8,,daylight,80,3,0,0,medium,0.7985928218422713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,27-05-2018,Afternoon
a005016,30.860023,75.877826,punjab,ludhiana,6,,daylight,60,2,1,0,high,0.128397742,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,High,25-04-2019,Afternoon
a005017,14.710733,72.340662,various,rural area,22,,darkness - lights lit,80,4,0,0,medium,1.3489965713830223,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,-1,Medium,28-06-2024,Night
a005018,19.196053,72.967387,maharashtra,thane,18,,darkness - lights lit,120,4,3,0,medium,-1.545512406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,27-07-2016,Night
a005019,22.323069,73.202469,gujarat,vadodara,11,,daylight,40,1,0,0,low,0.1854395415140728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,02-11-2022,Night
a005020,19.107745,72.85266,maharashtra,mumbai,20,,darkness - lights lit,50,2,0,0,low,-0.604015692,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,01-08-2020,Afternoon
a005021,22.183058,73.377865,telangana,ahmedabad-hyderabad corridor,8,,daylight,80,3,3,0,medium,-3.773640294,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,23-04-2020,Evening
a005022,23.229757,77.44135,madhya pradesh,bhopal,5,,darkness - lights lit,100,4,2,0,high,-0.117934729,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,High,09-10-2025,Evening
a005023,30.886322,75.877203,punjab,ludhiana,9,,daylight,100,3,0,0,medium,-0.735951472,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,High,30-03-2018,Night
a005024,17.691612,83.232002,andhra pradesh,visakhapatnam,13,,daylight,120,3,1,1,high,-0.628836265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,Low,03-09-2023,Morning
a005025,18.54856,73.832623,maharashtra,pune,13,,daylight,80,2,0,0,low,0.7513291240440086,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,16-08-2022,Night
a005026,21.179336,72.799206,gujarat,surat,11,,daylight,60,1,4,0,medium,-0.805260555,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,31-10-2022,Afternoon
a005027,23.033783,72.542621,gujarat,ahmedabad,13,,daylight,80,3,4,0,high,-1.567816535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,29-12-2023,Afternoon
a005028,18.509318,73.83005,maharashtra,pune,23,,darkness - lights lit,30,1,1,0,medium,-0.540072796,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,02-01-2022,Morning
a005029,26.813002,80.944786,uttar pradesh,lucknow,17,,daylight,40,2,1,0,low,-1.210116275,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,High,12-05-2019,Morning
a005030,18.527869,73.888889,maharashtra,pune,7,,daylight,100,2,4,0,high,0.809863698,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,11-06-2018,Morning
a005031,21.142439,72.787776,gujarat,surat,9,,daylight,120,2,3,0,high,-0.603210341,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,Medium,26-02-2016,Afternoon
a005032,30.957423,75.854984,punjab,ludhiana,19,,darkness - lights lit,30,4,2,0,medium,-0.194337045,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,11-08-2022,Afternoon
a005033,17.392749,78.450794,telangana,hyderabad,6,,daylight,50,4,0,0,low,0.8948009012243311,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,Low,27-09-2016,Evening
a005034,32.57739,70.743057,various,rural area,11,,daylight,30,3,1,0,low,0.285677086,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,-1,Medium,27-11-2016,Evening
a005035,30.91221,75.831396,punjab,ludhiana,2,,darkness - lights lit,100,2,4,0,high,-0.235765862,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,High,17-03-2021,Afternoon
a005036,17.38289,78.470087,telangana,hyderabad,15,,daylight,80,3,3,0,medium,1.7741207454982806,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,Low,20-10-2020,Night
a005037,12.966051,77.595631,karnataka,bengaluru,2,,darkness - lights lit,50,3,1,0,medium,-1.994968401,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,Low,07-09-2025,Night
a005038,28.659569,77.13865,delhi,delhi,4,,darkness - lights lit,50,2,0,0,low,1.1940552606541972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,01-09-2021,Afternoon
a005039,25.560628,85.15359,bihar,patna,15,,daylight,60,3,1,0,low,-0.077625256,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,High,02-03-2023,Night
a005040,22.688431,75.822371,madhya pradesh,indore,11,,daylight,40,3,1,0,low,-1.105007997,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,Medium,13-04-2017,Morning
a005041,21.47098,80.465945,bihar,bengaluru-patna corridor,6,,daylight,100,2,4,0,medium,-1.490065942,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,High,12-06-2018,Evening
a005042,13.102891,80.256784,tamil nadu,chennai,8,,daylight,80,2,0,0,medium,-0.012572726,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,Low,07-05-2021,Evening
a005043,11.008067,76.912009,tamil nadu,coimbatore,8,,daylight,60,3,0,0,low,0.3248428665302265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,Low,20-04-2023,Morning
a005044,21.166058,72.865713,gujarat,surat,4,,darkness - lights lit,100,2,1,0,medium,0.4671008993451549,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,04-12-2025,Evening
a005045,28.720161,77.04747,delhi,delhi,18,,darkness - lights lit,100,2,2,0,medium,0.4776536871302613,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,High,13-12-2016,Night
a005046,28.672189,77.108854,delhi,delhi,20,,darkness - lights lit,40,3,1,0,medium,-0.088630141,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0,High,27-12-2022,Night
a005047,19.242019,72.957729,maharashtra,thane,20,,darkness - lights lit,80,2,1,0,medium,-0.40400999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,0,Medium,03-01-2025,Night
a005048,21.129548,72.897086,gujarat,surat,21,,darkness - lights lit,60,4,5,1,high,0.9119989500043706,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,08-09-2025,Afternoon
a005049,13.063739,80.236609,tamil nadu,chennai,15,,daylight,80,1,5,0,high,1.3087159551234635,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,Low,08-07-2021,Evening
a005050,20.668789,80.150175,gujarat,vadodara-chennai corridor,10,,daylight,100,2,4,1,high,1.4804461741309003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,High,02-11-2018,Night
a005051,21.12385,79.098109,maharashtra,nagpur,15,,daylight,60,2,2,0,high,0.236824388,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,High,24-02-2019,Morning
a005052,22.738335,75.836078,madhya pradesh,indore,8,,daylight,100,2,2,0,low,0.2195717803252386,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,15-09-2018,Evening
a005053,13.104763,80.219312,tamil nadu,chennai,14,,daylight,60,2,3,1,high,-0.107277615,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,Low,30-12-2023,Morning
a005054,21.296593,68.310234,various,rural area,20,,darkness - lights lit,30,1,2,1,medium,-0.482330607,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,-1,Medium,11-11-2021,Afternoon
a005055,21.166852,72.828614,gujarat,surat,7,,daylight,80,2,0,0,low,-1.136211147,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,Medium,19-08-2019,Night
a005056,23.917507,73.815046,rajasthan,ahmedabad-jaipur corridor,21,,darkness - lights lit,50,3,2,0,low,1.035854241058335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,Medium,02-07-2025,Evening
a005057,53.51108965475699,54.03841648668356,gujarat,surat,6,,daylight,80,4,2,0,high,-0.130215009,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,-1,Medium,27-09-2022,Night
a005058,24.543771,73.495064,gujarat,jaipur-vadodara corridor,23,,darkness - lights lit,30,4,2,0,low,0.2699989890528179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,Medium,10-08-2022,Night
a005059,22.625707,88.390785,west bengal,kolkata,23,,darkness - lights lit,60,1,3,0,medium,0.1080905401317374,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,High,02-04-2021,Evening
a005060,26.907794,80.90567,uttar pradesh,lucknow,19,,darkness - lights lit,30,3,1,0,medium,0.648689054,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,High,17-02-2017,Morning
a005061,23.274094,77.365753,madhya pradesh,bhopal,6,,daylight,100,1,1,0,medium,-0.4576349,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,High,11-08-2016,Morning
a005062,27.741729,76.234075,uttar pradesh,lucknow-ludhiana corridor,7,,daylight,80,3,0,0,low,0.660273708,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,High,16-06-2020,Afternoon
