accident_id,latitude,longitude,state,zone_name,hour,day_of_week,weather,light_condition,traffic_density,road_type,speed_limit,vehicles_involved,injuries_count,fatalities_count,accident_severity,random_noise_column
A002989,26.764996,80.914064,Uttar Pradesh,Lucknow,7,Fri,Clear,Daylight,Medium,National Highway,80.0,2,2.0,0,Low,0.19962026545871606
A002990,10.975183,77.012245,Tamil Nadu,Coimbatore,4,Mon,Rain,Darkness - lights lit,Medium,National Highway,80.0,2,1.0,0,Medium,1.3003288399192598
A002991,19.238261,73.016075,Maharashtra,Thane,6,Mon,Clear,Daylight,High,Urban Road,50.0,1,1.0,0,Low,-1.6252298212554523
A002992,25.573805,85.130554,Bihar,Patna,17,Thu,Clear,Daylight,High,Urban Road,30.0,3,0.0,0,Low,-0.4965785875327776
A002993,22.039467,72.889571,Gujarat,Surat-Vadodara Corridor,17,Wed,Hail,Daylight,High,Urban Road,40.0,4,2.0,0,Low,-0.5806852256820852
A002994,17.483346,74.323029,Gujarat,Vadodara-Bengaluru Corridor,20,Mon,Clear,Darkness - lights lit,Medium,Rural Road,80.0,1,1.0,0,Low,0.570557061474193
A002995,21.126589,72.830942,Gujarat,Surat,9,Tue,Clear,Daylight,Medium,Urban Road,,2,1.0,0,Low,0.41815601341471215
A002996,22.600477,81.927496,Andhra Pradesh,Visakhapatnam-Delhi Corridor,16,Thu,Clear,Daylight,Medium,,120.0,3,0.0,0,Low,-1.759361429977971
A002997,26.8429,80.983204,Uttar Pradesh,Lucknow,20,Wed,Clear,Darkness - lights lit,Medium,State Highway,100.0,3,8.0,0,High,-0.9781716355620673
A002998,25.107856,74.583157,Punjab,Surat-Ludhiana Corridor,21,Wed,Rain,Darkness - lights lit,High,National Highway,80.0,4,0.0,1,Medium,-0.34235382217256066
A002999,18.532593,73.844119,Maharashtra,Pune,13,Tue,Clear,Daylight,High,State Highway,60.0,2,2.0,1,High,1.735444596376391
A003000,30.866767,75.866512,Punjab,Ludhiana,23,Wed,Clear,Darkness - lights lit,Medium,Urban Road,50.0,3,2.0,0,High,-0.3844127915372414
A003001,13.098259,80.267762,Tamil Nadu,Chennai,20,Thu,Dust,Darkness - lights lit,Medium,Urban Road,50.0,3,4.0,0,High,0.22589801110969537
A003002,19.096369,72.879845,Maharashtra,Mumbai,1,Mon,Fog,Darkness - lights lit,Medium,Urban Road,40.0,2,1.0,0,Medium,0.4649327902730707
A003003,13.127917,80.294139,Tamil Nadu,Chennai,0,Mon,Clear,Darkness - lights lit,Medium,Urban Road,30.0,2,0.0,0,Low,-1.1863035997897344
A003004,10.01963,78.169202,Various,Rural Area,14,Sat,Fog,Daylight,Medium,State Highway,80.0,2,1.0,0,Medium,-0.8857883167720833
A003005,21.169394,72.902756,Gujarat,Surat,4,Sat,Hail,Darkness - lights lit,Low,Urban Road,40.0,3,2.0,0,Low,0.49201821389000705
A003006,30.874156,75.855516,Punjab,Ludhiana,7,Sat,Rain,Daylight,Medium,State Highway,80.0,2,2.0,0,Medium,0.9823862679063406
A003007,26.842766,80.910337,Uttar Pradesh,Lucknow,21,Fri,clear,Darkness - lights lit,high,State Highway,100.0,1,3.0,1,High,-1.4866248155484245
A003008,23.282825,77.413498,Madhya Pradesh,Bhopal,11,Sat,RAIN,Daylight,Medium,Urban Road,50.0,4,4.0,1,High,-0.5620772661569998
A003009,10.118821,88.887992,Various,Rural Area,10,Sat,Rain,Daylight,Low,Urban Road,50.0,1,0.0,1,High,-1.457014654174899
A003010,17.729199,83.252275,Andhra Pradesh,Visakhapatnam,19,Sun,Clear,Darkness - lights lit,High,Rural Road,60.0,2,0.0,0,Low,0.5508348743375171
A003011,15.342903,79.213834,Karnataka,Bengaluru-Kolkata Corridor,4,Mon,Fog,Darkness - lights lit,Low,National Highway,80.0,1,2.0,0,Medium,0.9420769722687748
A003012,14.896207,76.544004,Tamil Nadu,Chennai-Mumbai Corridor,1,Sun,Fog,Darkness - lights lit,Medium,National Highway,80.0,2,0.0,1,Medium,0.3640219897279417
A003013,18.537723,73.849916,Maharashtra,Pune,20,Thu,Rain,Darkness - lights lit,High,Urban Road,50.0,1,0.0,0,Medium,-0.6130847468124798
A003014,22.590648,88.373546,West Bengal,Kolkata,18,Sat,Clear,Darkness - lights lit,High,Urban Road,30.0,3,0.0,0,Low,0.3958237484141744
A003015,13.613018,78.704035,Bihar,Patna-Coimbatore Corridor,9,Mon,RAIN,Daylight,Medium,Urban Road,40.0,4,4.0,0,High,1.0978488457843092
A003016,21.19119,72.854836,Gujarat,Surat,3,Tue,Clear,Darkness - lights lit,Medium,State Highway,80.0,2,2.0,0,High,-0.6979593862490051
A003017,25.557102,85.13803,Bihar,Patna,20,Mon,Fog,Darkness - lights lit,,Urban Road,30.0,3,2.0,0,Medium,-0.694361647269694
A003018,17.356265,78.468075,Telangana,Hyderabad,20,Tue,Dust,Darkness - lights lit,Medium,Urban Road,50.0,2,2.0,0,High,-1.1825981068611156
A003019,21.118962,72.845063,Gujarat,Surat,6,Thu,Rain,Daylight,Low,Rural Road,60.0,1,,0,High,0.9897472850553283
A003020,16.533829,77.133638,Various,Rural Area,11,Mon,Rain,Daylight,Low,Rural Road,60.0,1,0.0,0,Low,-0.7907031494564241
A003021,22.324697,73.178467,Gujarat,Vadodara,19,Tue,Clear,Darkness - lights lit,High,National Highway,,3,0.0,0,Medium,-0.42799527643892676
A003022,26.493753,80.41364,Gujarat,Lucknow-Vadodara Corridor,0,Mon,RAIN,Darkness - lights lit,High,National Highway,100.0,3,1.0,1,Medium,-1.1006772944471366
A003023,19.107954,72.858303,Maharashtra,Mumbai,10,Mon,Dust,Daylight,High,State Highway,100.0,2,1.0,0,Medium,-0.6676549848975604
A003024,12.773115,73.283543,Various,Rural Area,4,Sun,Rain,Darkness - lights lit,Low,Rural Road,80.0,1,0.0,0,Medium,0.04023918784960759
A003025,25.587947,85.153423,Bihar,Patna,21,Thu,Dust,Darkness - lights lit,High,Rural Road,60.0,1,2.0,0,Low,1.658344135210807
A003026,22.281202,73.202658,Gujarat,Vadodara,15,Fri,Rain,Daylight,Medium,Rural Road,80.0,3,1.0,0,Medium,0.199576062664843
A003027,11.058423,76.927777,Tamil Nadu,Coimbatore,4,Wed,Clear,Darkness - lights lit,Medium,Urban Road,30.0,2,0.0,0,Low,-0.6832053127094798
A003028,22.746632,75.867132,Madhya Pradesh,Indore,2,Thu,Clear,Darkness - lights lit,Medium,Urban Road,,1,1.0,0,Low,0.17473093576822724
A003029,9.948754,94.747001,Various,Rural Area,0,Fri,Clear,Darkness - lights lit,Low,Urban Road,50.0,1,0.0,0,Medium,0.25503176284437484
A003030,30.856105,75.903529,Punjab,Ludhiana,3,Sat,Clear,Darkness - lights lit,Medium,National Highway,100.0,2,5.0,0,High,-0.22612744098423593
A003031,14.433391,77.372732,Various,Rural Area,11,Tue,Clear,Daylight,Low,Urban Road,50.0,2,0.0,0,Low,1.304619114212605
A003032,28.684318,77.075594,Delhi,Delhi,12,Fri,,Daylight,Low,National Highway,80.0,2,5.0,1,High,-1.0228900885925178
A003033,25.312616,80.920921,Gujarat,Patna-Vadodara Corridor,21,Fri,Clear,Darkness - lights lit,Medium,Urban Road,30.0,2,5.0,1,High,-0.509382065237767
A003034,24.480556,77.399097,Various,Rural Area,10,Wed,Clear,Daylight,Low,State Highway,100.0,1,5.0,1,High,-1.8624023643495358
A003035,25.665414,85.14383,Bihar,Patna,16,Thu,Clear,Daylight,High,urban road,,5,1.0,0,Medium,0.716024357832471
A003036,22.707263,75.849744,Madhya Pradesh,Indore,13,Fri,Rain,Daylight,Low,National Highway,120.0,2,1.0,0,Medium,0.19872385587335892
A003037,23.206376,77.37901,Madhya Pradesh,Bhopal,0,Thu,Clear,Darkness - lights lit,Medium,Urban Road,50.0,3,3.0,0,High,0.1837986485341798
A003038,18.761985,70.633502,Various,Rural Area,18,Thu,,Darkness - lights lit,Low,State Highway,60.0,2,5.0,0,Medium,0.26387397464039597
A003039,17.39118,78.500889,Telangana,Hyderabad,4,Wed,Rain,Darkness - lights lit,high,National Highway,120.0,2,4.0,0,Medium,-0.5911622622286862
A003040,20.444552,74.945529,Madhya Pradesh,Pune-Indore Corridor,11,Thu,Clear,Daylight,High,Urban Road,30.0,2,1.0,0,Low,-0.12408278337506919
A003041,19.208061,72.948215,Maharashtra,Thane,14,Tue,Clear,Daylight,Low,Urban Road,50.0,2,1.0,0,Low,0.22323507195007522
A003042,21.132569,79.092383,Maharashtra,Nagpur,3,Fri,Rain,Darkness - lights lit,High,Rural Road,80.0,3,1.0,0,Medium,1.0096676503581767
A003043,21.187261,72.790403,Gujarat,Surat,9,Tue,Clear,Daylight,Medium,,40.0,4,1.0,0,Low,1.306245645952295
A003044,17.631186,83.217489,Andhra Pradesh,Visakhapatnam,19,Thu,Rain,Darkness - lights lit,High,Urban Road,50.0,4,2.0,0,High,0.18671722898480358
A003045,23.219949,77.376357,Madhya Pradesh,Bhopal,18,Sun,Clear,Darkness - lights lit,Medium,Urban Road,40.0,2,1.0,0,Low,0.9828463903009964
A003046,17.40354,78.5239,Telangana,Hyderabad,19,Fri,Clear,Darkness - lights lit,High,Urban Road,30.0,4,0.0,0,Low,1.9011758937577177
A003047,26.809881,80.918388,Uttar Pradesh,Lucknow,20,Sat,Dust,Darkness - lights lit,Low,State Highway,100.0,1,1.0,0,Medium,1.4313572455261279
A003048,12.941522,77.590358,Karnataka,Bengaluru,15,Sat,Clear,Daylight,Medium,Rural Road,60.0,3,0.0,0,Low,0.5565361730749895
A003049,22.54458,88.358775,West Bengal,Kolkata,11,Tue,clear,Daylight,Medium,Rural Road,40.0,2,0.0,0,Low,2.427620888234008
A003050,17.390281,78.476987,Telangana,Hyderabad,13,Fri,RAIN,Daylight,Medium,State Highway,80.0,4,0.0,0,Low,-0.6848524444771742
A003051,13.153878,80.264941,Tamil Nadu,Chennai,15,Sun,Dust,Daylight,,National Highway,100.0,2,1.0,0,Medium,-0.5852224145030827
A003052,22.651186,75.810916,Madhya Pradesh,Indore,14,Wed,Rain,Daylight,High,Urban Road,30.0,3,1.0,0,Medium,-0.627275141505829
A003053,12.848652,76.665189,Maharashtra,Pune-Coimbatore Corridor,5,Mon,Hail,Darkness - lights lit,High,urban road,,3,1.0,0,Low,0.7769432452491876
A003054,26.905591,75.700975,Rajasthan,Jaipur,2,Wed,Clear,Darkness - lights lit,High,Urban Road,50.0,1,0.0,0,Low,0.7887494382838215
A003055,17.322653,78.528263,Telangana,Hyderabad,19,Tue,Rain,Darkness - lights lit,Medium,Urban Road,50.0,3,4.0,0,High,-0.5936493396479655
A003056,20.276887,77.342007,Karnataka,Delhi-Bengaluru Corridor,18,Thu,Clear,Darkness - lights lit,Medium,National Highway,80.0,3,2.0,1,Medium,-0.5136777845203185
A003057,30.90058,75.848351,Punjab,Ludhiana,20,Tue,Clear,Darkness - lights lit,Low,Rural Road,40.0,4,1.0,0,Medium,-0.47517438186121813
A003058,11.080234,77.048441,Tamil Nadu,Coimbatore,11,Tue,Clear,Daylight,Medium,State Highway,80.0,5,2.0,0,Medium,1.687167818570841
A003059,26.909241,75.786767,Rajasthan,Jaipur,4,Wed,Dust,Darkness - lights lit,Medium,Urban Road,40.0,2,2.0,0,Medium,-0.7393340573052731
A003060,20.756748,76.974919,Tamil Nadu,Delhi-Coimbatore Corridor,1,Tue,Clear,Darkness - lights lit,High,Urban Road,50.0,4,3.0,0,High,0.04964704900076542
A003061,14.215152,76.266199,Maharashtra,Thane-Chennai Corridor,17,Thu,Rain,Daylight,High,State Highway,80.0,3,1.0,0,Medium,0.9490999663136064
A003062,13.074461,80.237419,Tamil Nadu,Chennai,5,Mon,,Darkness - lights lit,Medium,State Highway,100.0,2,3.0,0,Medium,-1.6762907652801162
A003063,9.695167,70.876004,Various,Rural Area,12,Fri,Rain,Daylight,Low,National Highway,80.0,1,2.0,1,High,2.200643312311765
A003064,25.38519,77.124668,Tamil Nadu,Coimbatore-Delhi Corridor,3,Tue,Clear,Darkness - lights lit,Medium,National Highway,120.0,4,2.0,0,Medium,-0.5547595311211451
A003065,16.570618,76.565484,Maharashtra,Chennai-Pune Corridor,11,Tue,Clear,Daylight,Medium,State Highway,100.0,2,2.0,0,Medium,-1.1323300668681116
A003066,26.8711,80.93119,Uttar Pradesh,Lucknow,19,Sat,Clear,Darkness - lights lit,High,Urban Road,40.0,3,0.0,0,Low,-1.0753877529046316
A003067,20.3107,75.752815,Maharashtra,Thane-Indore Corridor,3,Tue,Clear,Darkness - lights lit,High,State Highway,100.0,2,1.0,0,Medium,-0.3579912104270703
A003068,23.18559,77.59966,Madhya Pradesh,Bhopal-Nagpur Corridor,10,Mon,Dust,Daylight,High,Rural Road,40.0,1,1.0,0,Low,-0.6916810372772471
A003069,21.239723,72.892612,Gujarat,Surat,22,Thu,Clear,Darkness - lights lit,Medium,State Highway,60.0,1,0.0,0,Low,-0.1276104765850611
A003070,22.998178,72.560413,Gujarat,Ahmedabad,21,Sun,Dust,Darkness - lights lit,High,Urban Road,40.0,4,,0,High,0.3648579894664785
A003071,25.59537,80.168092,Various,Rural Area,17,Wed,Clear,Daylight,Medium,State Highway,80.0,2,2.0,0,Medium,1.5014942022958904
A003072,19.235689,72.956666,Maharashtra,Thane,17,Tue,Clear,Daylight,Medium,Rural Road,,1,0.0,0,Medium,-0.05349986511752928
A003073,26.898025,75.769585,Rajasthan,Jaipur,6,Wed,Rain,Daylight,Medium,National Highway,120.0,1,,0,High,0.6638617554795765
A003074,25.602879,85.149186,Bihar,Patna,16,Wed,Rain,Daylight,Medium,National Highway,120.0,3,3.0,0,Medium,0.5650224546003937
A003075,22.972113,72.576044,Gujarat,Ahmedabad,19,Tue,Clear,Darkness - lights lit,High,Urban Road,50.0,1,7.0,0,High,-0.5739698502793915
A003076,25.595571,85.091481,Bihar,Patna,21,Sun,,Darkness - lights lit,Low,State Highway,60.0,2,7.0,0,Medium,-0.588582277045884
A003077,22.558781,88.37328,West Bengal,Kolkata,4,Sun,Clear,Darkness - lights lit,Medium,urban road,80.0,2,4.0,0,High,0.26264239599612266
A003078,25.602822,85.193033,Bihar,Patna,14,Thu,Overcast,Daylight,Medium,National Highway,100.0,1,1.0,1,Medium,-1.1674647188320608
A003079,19.246183,73.004343,Maharashtra,Thane,21,Sun,Rain,Darkness - lights lit,Medium,,120.0,3,5.0,0,Medium,1.541230225376824
A003080,21.669646,74.786787,Maharashtra,Bhopal-Mumbai Corridor,12,Tue,Clear,Daylight,Low,Urban Road,30.0,4,0.0,0,Low,-0.28368506586998526
A003081,12.830084,75.424361,Various,Rural Area,23,Sat,Fog,Darkness - lights lit,Low,Urban Road,50.0,2,2.0,0,Medium,0.4615097691130594
A003082,12.947822,77.576426,Karnataka,Bengaluru,10,Mon,Clear,Daylight,Low,State Highway,80.0,2,1.0,0,Low,-2.1604048734170527
A003083,21.150982,79.079036,Maharashtra,Nagpur,18,Thu,Clear,Darkness - lights lit,High,Rural Road,40.0,2,1.0,0,Low,0.5222591891988262
A003084,23.41117,88.021513,Various,Rural Area,20,Thu,Rain,Darkness - lights lit,Low,National Highway,80.0,2,5.0,0,Medium,-0.8559673289621957
A003085,17.712987,83.231882,Andhra Pradesh,Visakhapatnam,13,Sun,Clear,Daylight,Medium,Urban Road,30.0,1,0.0,0,Low,0.03284983495319504
A003086,22.578349,88.377099,West Bengal,Kolkata,12,Fri,Clear,Daylight,Medium,Rural Road,40.0,3,1.0,1,Low,-0.8471742788424071
A003087,19.194517,73.026236,Maharashtra,Thane,19,Wed,Fog,Darkness - lights lit,High,National Highway,100.0,1,2.0,0,High,0.8527050372756525
A003088,28.593751,90.787482,Various,Rural Area,19,Thu,Clear,Darkness - lights lit,Medium,Rural Road,80.0,5,5.0,0,High,-0.49033465575113044
A003089,10.967226,76.994078,Tamil Nadu,Coimbatore,17,Sun,Clear,Daylight,High,Rural Road,60.0,5,1.0,0,Low,0.8265468986009932
A003090,21.205874,79.097518,Maharashtra,Nagpur,18,Wed,Clear,Darkness - lights lit,Medium,National Highway,,3,3.0,0,Medium,0.6117182031728263
A003091,26.896426,75.754985,Rajasthan,Jaipur,20,Fri,Rain,Darkness - lights lit,Medium,Urban Road,50.0,3,2.0,0,Low,-0.08991271730594441
A003092,30.189293,92.996605,Various,Rural Area,10,Tue,Rain,Daylight,Low,National Highway,120.0,1,1.0,0,Low,-0.6805942634379419
A003093,17.71229,83.179889,Andhra Pradesh,Visakhapatnam,20,Thu,Rain,Darkness - lights lit,Medium,urban road,80.0,4,2.0,0,Medium,0.6319269825239417
A003094,12.443767,73.892462,Tamil Nadu,Pune-Coimbatore Corridor,21,Sat,Rain,Darkness - lights lit,Low,State Highway,80.0,3,3.0,0,Medium,1.1935923618744222
A003095,17.673745,83.190108,Andhra Pradesh,Visakhapatnam,20,Sun,Clear,Darkness - lights lit,Medium,National Highway,80.0,1,6.0,0,High,-1.2603441004193356
A003096,26.790377,80.945247,Uttar Pradesh,Lucknow,23,Mon,Rain,Darkness - lights lit,Low,Urban Road,30.0,2,4.0,0,High,-0.043777204301173885
A003097,17.484209,78.782682,Maharashtra,Coimbatore-Nagpur Corridor,7,Sat,Clear,Daylight,High,Urban Road,50.0,2,0.0,0,Low,1.2862467628600476
A003098,19.641471,82.703019,Maharashtra,Kolkata-Thane Corridor,9,Tue,Clear,Daylight,High,Urban Road,30.0,3,0.0,0,Low,0.25958059724304605
A003099,19.193667,72.960447,Maharashtra,Thane,22,Fri,Clear,Darkness - lights lit,Medium,Urban Road,40.0,6,0.0,0,Low,0.8512613755067316
A003100,14.418826,79.91762,Various,Rural Area,17,Fri,Clear,Daylight,Low,National Highway,100.0,3,2.0,1,High,0.8864428035598669
A003101,18.383342,77.107761,Telangana,Hyderabad-Mumbai Corridor,13,Sun,Rain,Daylight,High,State Highway,100.0,1,5.0,1,High,-1.5104759595345965
A003102,22.255964,73.18239,Gujarat,Vadodara,17,Wed,Clear,Daylight,High,Urban Road,30.0,2,2.0,0,Low,-1.1506823868048484
A003103,26.825471,80.945106,Uttar Pradesh,Lucknow,16,Sat,Clear,Daylight,Medium,Urban Road,40.0,1,1.0,0,Low,-0.5227770307805645
A003104,19.200507,73.01479,Maharashtra,Thane,8,Mon,Clear,Daylight,High,State Highway,100.0,2,1.0,0,Medium,-0.295854422825097
A003105,28.715246,77.050637,Delhi,Delhi,21,Sun,Clear,Darkness - lights lit,Medium,National Highway,100.0,1,3.0,0,Medium,-0.6608545323193415
A003106,26.884451,75.789549,Rajasthan,Jaipur,12,Sat,Clear,Daylight,Medium,State Highway,,2,4.0,0,High,0.34303855913491915
A003107,23.279364,77.387689,Madhya Pradesh,Bhopal,20,Mon,,Darkness - lights lit,High,,30.0,1,1.0,0,Medium,-0.9314968816876515
A003108,13.090864,80.269732,Tamil Nadu,Chennai,9,Thu,Clear,Daylight,Medium,National Highway,100.0,1,7.0,0,High,1.8569619128654988
A003109,22.310945,73.26873,Gujarat,Vadodara,19,Sat,,Darkness - lights lit,High,Urban Road,30.0,3,3.0,0,High,0.2407761960602569
A003110,21.107955,72.829603,Gujarat,Surat,11,Wed,Rain,Daylight,Low,Urban Road,30.0,2,1.0,0,Low,1.188578354107651
A003111,22.304046,73.185066,Gujarat,Vadodara,10,Fri,Rain,Daylight,Medium,State Highway,100.0,3,1.0,0,Medium,0.8194614190705332
A003112,25.934422,90.999776,Various,Rural Area,22,Sat,Rain,Darkness - lights lit,Low,National Highway,120.0,2,7.0,0,High,-0.3037717955268786
A003113,10.983945,76.989508,Tamil Nadu,Coimbatore,19,Sun,Clear,Darkness - lights lit,Medium,Rural Road,80.0,2,2.0,0,Medium,0.08735043050446599
A003114,23.077401,72.576028,Gujarat,Ahmedabad,10,Wed,Clear,Daylight,Medium,National Highway,100.0,3,2.0,0,High,0.5078175471017593
A003115,24.66497,68.324772,Various,Rural Area,16,Wed,Rain,Daylight,Low,National Highway,120.0,2,5.0,0,Medium,0.3850372436984234
A003116,22.308283,73.160818,Gujarat,Vadodara,0,Sat,,Darkness - lights lit,Low,National Highway,80.0,2,1.0,0,Medium,-0.003199617126304698
A003117,17.734568,83.228305,Andhra Pradesh,Visakhapatnam,19,Fri,Clear,Darkness - lights lit,Medium,State Highway,100.0,1,1.0,0,Medium,-0.11030384515980349
A003118,22.970607,72.577256,Gujarat,Ahmedabad,23,Mon,,Darkness - lights lit,High,State Highway,80.0,1,1.0,0,High,-0.39330333836206094
A003119,13.535229,76.466695,Various,Rural Area,22,Fri,Rain,Darkness - lights lit,Low,State Highway,100.0,1,2.0,1,High,-0.019304401031286517
A003120,18.560629,73.855176,Maharashtra,Pune,1,Sun,Rain,Darkness - lights lit,Low,urban road,,2,7.0,1,High,-0.8081264395676104
A003121,21.142529,72.827967,Gujarat,Surat,8,Mon,Clear,Daylight,Low,National Highway,80.0,3,1.0,0,Medium,0.033220074164795096
A003122,29.117593,76.89338,Bihar,Patna-Ludhiana Corridor,8,Mon,Rain,Daylight,High,State Highway,60.0,1,3.0,0,Low,0.3721462983339969
A003123,25.597144,85.144181,Bihar,Patna,11,Tue,Clear,Daylight,,Urban Road,40.0,2,0.0,0,Low,1.1143978677669193
A003124,21.813337,89.219859,Various,Rural Area,9,Tue,clear,Daylight,Medium,National Highway,100.0,2,6.0,0,High,-0.17119558368307614
A003125,12.995783,77.596064,Karnataka,Bengaluru,17,Wed,RAIN,Daylight,High,Urban Road,50.0,3,1.0,0,Low,1.0511727001889881
A003126,19.214888,72.936117,Maharashtra,Thane,8,Thu,,Daylight,High,Urban Road,50.0,1,1.0,0,Medium,1.533858009311903
A003127,10.964236,76.998882,Tamil Nadu,Coimbatore,1,Fri,Clear,Darkness - lights lit,Medium,Urban Road,40.0,3,0.0,0,Low,-0.4181963626232298
A003128,24.525941,75.429054,Gujarat,Jaipur-Vadodara Corridor,14,Sat,,Daylight,Low,National Highway,100.0,4,3.0,1,High,-0.13058553192198494
A003129,21.191728,72.830203,Gujarat,Surat,8,Sat,Clear,Daylight,High,urban road,40.0,3,2.0,0,Low,0.6411046293354146
A003130,25.585413,85.141877,Bihar,Patna,1,Sun,,Darkness - lights lit,Medium,,30.0,1,0.0,0,Low,1.802480111276891
A003131,22.537221,88.325979,West Bengal,Kolkata,17,Fri,Dust,Daylight,High,State Highway,60.0,2,8.0,0,High,1.4125199192751963
A003132,22.758504,75.859558,Madhya Pradesh,Indore,5,Sat,Rain,Darkness - lights lit,High,State Highway,80.0,3,1.0,0,Medium,0.7675637077414854
A003133,22.575992,88.345141,West Bengal,Kolkata,11,Sat,Clear,Daylight,Medium,Urban Road,50.0,2,0.0,0,Low,2.4821098985966765
A003134,19.225538,72.923737,Maharashtra,Thane,15,Mon,Rain,Daylight,High,Rural Road,80.0,3,1.0,0,Medium,1.225966065548128
A003135,27.673941,81.978194,Various,Rural Area,7,Tue,Clear,Daylight,Low,National Highway,100.0,1,1.0,0,Medium,1.4276364916082211
A003136,22.767726,75.855779,Madhya Pradesh,Indore,16,Mon,,Daylight,Medium,Urban Road,50.0,3,3.0,0,Low,0.013548942935151792
A003137,17.404017,78.466319,Telangana,Hyderabad,11,Fri,Clear,Daylight,High,Rural Road,60.0,5,1.0,0,Low,-1.5508142862487657
A003138,13.094226,80.258372,Tamil Nadu,Chennai,18,Fri,Clear,Darkness - lights lit,High,National Highway,100.0,1,3.0,0,High,-0.31992065145186216
A003139,10.774026372830864,105.7510836761691,Tamil Nadu,Chennai,20,Mon,Rain,Darkness - lights lit,Medium,Urban Road,40.0,2,0.0,0,Low,0.778895217834442
A003140,25.37577,76.95068,Gujarat,Vadodara-Lucknow Corridor,10,Fri,Overcast,Daylight,Low,State Highway,60.0,2,3.0,0,Medium,1.8381932802240797
A003141,13.080766,80.244993,Tamil Nadu,Chennai,21,Wed,Clear,Darkness - lights lit,,National Highway,100.0,2,,0,High,-0.5750413821282018
A003142,23.243991,77.408034,Madhya Pradesh,Bhopal,6,Wed,Clear,Daylight,Low,Urban Road,40.0,1,2.0,0,Medium,0.02307728477725031
A003143,19.050822,73.7848,Madhya Pradesh,Indore-Mumbai Corridor,4,Tue,Clear,Darkness - lights lit,High,Urban Road,50.0,4,0.0,0,Low,0.08904974193333014
A003144,28.435413,79.741295,Various,Rural Area,13,Thu,Rain,Daylight,Low,,,2,6.0,0,High,-0.15618407502368567
A003145,26.880047,80.971073,Uttar Pradesh,Lucknow,2,Wed,Rain,Darkness - lights lit,Medium,State Highway,60.0,5,2.0,0,High,0.09641657605396668
A003146,17.385004,78.470211,Telangana,Hyderabad,7,Sun,Fog,Daylight,Medium,State Highway,100.0,2,4.0,1,Medium,-1.8805630024621676
A003147,22.744591,75.845747,Madhya Pradesh,Indore,19,Mon,Rain,Darkness - lights lit,High,Urban Road,30.0,2,3.0,1,High,-0.39905520191000493
A003148,11.032922,76.952492,Tamil Nadu,Coimbatore,20,Wed,Clear,Darkness - lights lit,High,Urban Road,30.0,1,1.0,0,Low,0.8797717146810073
A003149,23.082478,82.265963,Various,Rural Area,12,Sun,Rain,Daylight,Low,State Highway,60.0,3,2.0,3,High,0.3420015846779708
A003150,13.376172,81.503674,Various,Rural Area,23,Thu,Dust,Darkness - lights lit,Low,State Highway,80.0,1,1.0,0,Medium,-0.29045106050039315
A003151,22.2802,73.211319,Gujarat,Vadodara,16,Wed,Rain,Daylight,Low,Urban Road,50.0,2,0.0,0,Medium,1.5181242793203527
A003152,21.208074,72.798046,Gujarat,Surat,11,Wed,Clear,Daylight,Medium,,40.0,2,1.0,0,Low,0.646111620650873
A003153,20.011136,77.188483,Various,Rural Area,18,Thu,Clear,Darkness - lights lit,Low,State Highway,100.0,1,,0,Medium,0.05125559554815064
A003154,30.927127,75.896806,Punjab,Ludhiana,21,Tue,Clear,Darkness - lights lit,Medium,National Highway,80.0,5,3.0,1,High,0.3578172002666548
A003155,19.543631,72.963796,Gujarat,Thane-Surat Corridor,16,Sat,clear,Daylight,Low,State Highway,80.0,3,2.0,0,Medium,0.5925674431489997
A003156,22.546699,88.307497,West Bengal,Kolkata,13,Sun,Clear,Daylight,Medium,Rural Road,80.0,2,0.0,0,Medium,-1.164989507030534
A003157,21.176063,79.109732,Maharashtra,Nagpur,20,Mon,Clear,Darkness - lights lit,Low,Urban Road,50.0,3,2.0,0,High,-0.03220780572454784
A003158,17.395403,84.601134,Various,Rural Area,22,Sat,Clear,Darkness - lights lit,Low,State Highway,100.0,3,4.0,0,Medium,-0.7177030960294185
A003159,25.063094,83.955234,Bihar,Patna-Visakhapatnam Corridor,7,Thu,Clear,Daylight,Low,Urban Road,40.0,3,0.0,0,Low,-2.586414064851212
A003160,11.03094,76.960771,Tamil Nadu,Coimbatore,0,Mon,Clear,Darkness - lights lit,High,Urban Road,50.0,1,0.0,0,Low,0.38838995130044085
A003161,21.14461,72.771,Gujarat,Surat,13,Sat,Clear,Daylight,Low,State Highway,,1,,0,Medium,-1.2335651832974819
A003162,12.966601,77.643404,Karnataka,Bengaluru,13,Sun,Rain,Daylight,Low,National Highway,,2,1.0,1,Medium,-1.5442357074123048
A003163,19.087018,72.870872,Maharashtra,Mumbai,0,Fri,Overcast,Darkness - lights lit,Low,National Highway,120.0,1,1.0,0,Medium,-0.17073217440706512
A003164,26.855238,80.941273,Uttar Pradesh,Lucknow,10,Fri,Rain,Daylight,Low,National Highway,120.0,4,0.0,0,Medium,0.08093715804677683
A003165,13.092765,80.303634,Tamil Nadu,Chennai,20,Sat,Clear,Darkness - lights lit,Medium,Urban Road,50.0,2,4.0,0,Medium,0.011477675577848562
A003166,12.968724,77.63683,Karnataka,Bengaluru,20,Tue,Clear,Darkness - lights lit,Medium,Urban Road,50.0,2,1.0,0,Medium,0.0038301925646718744
